,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Investment Geographical Preference / Project Location,,,,,,,,Investment Round,,,,,,Investment Capial / Capital Seek,,,,,,,,,,Targeted Investment Sectors,,,,,,,,,,,,,
,,Monetic Technologies Private Limited,Project Owner,Gaurav Bansal,Startup,"New Delhi, India", India,,,,,,,,,,,,,,,,,,,,,,,,,"Consumer,Financial Technology",Y,,,,Y,,,,,,/participations/447034,https://www.investkraft.com/,,"InvestKraft is a BFSI aggregator that empowers individuals in Tier 2, Tier 3 cities, and beyond to sell financial products and earn better livelihoods. With a focus on inclusivity, the platform offers products like insurance, loans, and investment options. Combining technology with personal engagement, InvestKraft simplifies financial services for underrepresented communities, driving financial literacy and empowerment.

InvestKraft 是一家金融产品聚合平台，致力于帮助二三线城市及偏远地区的个人销售金融产品，提升收入水平。平台提供保险、贷款和投资等多种产品，通过技术和个性化服务结合，简化金融服务流程，推动金融知识普及与社区经济赋能。"
,https://storage.googleapis.com/b2match-as-1/Jua8LCJiSnayEJhHGKHKvW86,Moon Lab Limited,Project Owner,Lu Wang,Startup,"Pok Fu Lam, China (Hong Kong)", China (Hong Kong),,,,,,,,,Seed & Pre-Series A,Y,,,,,"500,001 to 1,000,000 USD",,Y,,,,,,,,"Financial Technology,Digital Entertainment and Media",Y,,,,,Y,,,,,/participations/449669,https://themoonlab.co/,,"Moon Lab Limited, a Hong Kong Web3 startup, enables enterprises to embrace digitalization leveraging on Blockchain technology, who had been selected and admitted into Batch #27 of AppWorks Accelerator Program, Hong Kong Cyberport Incubation, HKSAR Digital Policy Office IT professional service supplier list, and HKMA FinTech Connect - Fintech Solution Providers. Moon Lab is now developing the first Web3 wallet for the mass market, aiming to embed Web3 functions to Web2 user-friendly journeys, which could support cross-chain offline retail payments using stablecoin


慕来科技是一家香港的Web3初创公司，致力于利用区块链技术帮助企业进行数字化革新，已被选入第27届AppWorks加速器计划、香港数码港孵化计划、香港特别行政区数字政策办公室资讯科技专业服务供应商名单、香港金管局金融科技配对平台-金融科技解决方案提供者。慕来科技目前正在开发首款面向大众市场的Web3钱包，旨在将Web3功能嵌入到Web2用户友好的体验当中，从而支持使用稳定币进行跨链线下零售支付的场景。"
,https://storage.googleapis.com/b2match-as-1/LL59LdNdLNz1YAujMNucQoRb,"Nanjing IASO Biotechnology Co.,Ltd",Project Owner,MENGHAN LIN,SME,"Nanjing, China", China,"Asia,Middle East,North America,South America",Y,,Y,Y,,,Y,"IPO,Series C and Beyond",,,,Y,Y,"7,500,001 to 10,000,000 USD",,,,,,Y,,,,Healthcare Technology,,,,Y,,,,,,,/participations/451486,https://en.iasobio.com/,https://www.linkedin.com/company/iasobiotherapeutics,"IASO Bio is a biopharmaceutical company focused on the discovery, development, manufacturing and commercialization of novel cell therapies. The company takes the development of cell therapies on blood cancers as its innovation cornerstone and expands to autoimmune diseases and biologics.It possesses a full process drug development capability, from early discovery to clinical development, registration and commercial production.

IASO Bio 是一家专注于新型细胞疗法的发现、开发、制造和商业化的生物制药公司。该公司将血癌细胞疗法的研发作为其创新基石，扩展到自身免疫性疾病疗法和生物制剂的研发。该公司拥有从早期发现到临床开发、注册和商业生产的全过程药物研发能力。

页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,https://storage.googleapis.com/b2match-as-1/Q5ovdvKwa5NsHYFJHAMtCNj6,Negawatt Utility Limited,Project Owner,Arthur Lam,SME,"HONG KONG, China (Hong Kong)", China (Hong Kong),,,,,,,,,Series A,,Y,,,,"50,000,001 USD or above",,,,,,,,,Y,"Financial Technology,Digital Entertainment and Media,Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",Y,,Y,,,Y,,Y,,,/participations/449625,https://www.zero2.app/en/about-zero2/,https://www.facebook.com/profile.php?id=100087936403022,"Negawatt started as an AIoT startup specializing in ESG with smart city solutions. Using proptech (Negawatt BOS) to accelerate digital transformation for landlord and building occupants to drive quantifiable ESG impact. To scale impact, we launched the B2B2C ESG GameFi app Zero2, incentivizing users with merchant discounts. This fosters sustainable behavior changes, allowing us to digitize impact for future endeavors.

By gamifying sustainability, Zero2 aims to create an ecosystem that aligns and incentivizes the interests of individuals, merchants, corporates, schools, NGOs, and third-party infrastructure partners for a net-zero future. The app encourages users to complete missions and adopt offline behaviors such as recycling, green dining, plastic-free shopping, utility bill reduction, and promoting physical health and education. All actions are digitized to capture citywide ESG contributions and impact.

Upon completing these eco-friendly missions, users are rewarded with coins and shopping coupons, This boosts foot traffic and supports businesses, creating a circular economy. Additionally, Zero2 provides ESG impact reports to participating organizations, allowing them to align their practices with sustainability goals.


Negawatt 始于 AIoT（人工智能物联网）创业，专攻 ESG 领域，打造智慧城市解决方案。运用地产技术 (Negawatt BOS) 加速地产所有者和使用者数字转型，带来可量化的 ESG 影响。为量化影响，我们推出了 B2B2C ESG 加密区块链游戏金融应用程序 Zero2，使用商户折扣激励用户。这可以培育可持续的行为变革，让我们能够数字化未来工作的影响。

Zero2 游戏化可持续发展，旨在打造一种生态系统，对齐并激励个人、商户、企业、学校、NGO 和第三方基础设施合作伙伴的利益，共同打造净零排放的未来。这一应用程序鼓励用户完成任务并接纳多种线下行为，例如回收、绿色餐饮、无塑购物、节约公共事业资源和促进生理健康与教育。所有行动均纳入数字记录，用以了解城市内的 ESG 贡献和影响。

完成这些环保任务时，用户可以获得金币和购物优惠券。这能够增加顾客流量并支持业务，进而打造循环经济。此外，Zero2 还向参与的机构提供 ESG 影响报告，助力其对齐自身实践和可持续目标。


页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,,Netaxis Group Ltd,Project Owner,Johann Dechant,SME,"Paphos, Cyprus", Cyprus,"Asia,Europe,North America",Y,Y,Y,,,,,"Series A,Series B,Series C and Beyond",,Y,Y,Y,,"500,000 USD or below,50,000,001 USD or above,500,001 to 1,000,000 USD,5,000,001 to 7,500,000 USD,2,500,001 to 5,000,000 USD,1,000,001 to 2,500,000 USD,7,500,001 to 10,000,000 USD,25,000,001 to 50,000,000 USD,10,000,001 to 25,000,000 USD",Y,Y,Y,Y,Y,Y,Y,Y,Y,"Deep Technology,Digital Entertainment and Media,Infrastructure and Real Estate Services",,Y,,,,Y,,Y,,,/participations/451206,https://v4-solutions.com,,"At Netaxis Group Ltd, a Cyprus-based firm, we specialize in acquiring and leasing IPv4 addresses to data centers, hosting providers, and telecommunication companies.

IPv4 addresses are the backbone of global Internet communication, built on a mathematical model from the 1970s. With the global IPv4 address pool becoming increasingly scarce, these digital assets have grown in both demand and strategic importance.

We are actively seeking private equity, debt financing, HNWIs and family offices to join us in building exceptional value in the future of digital infrastructure.

This is a unique alternative investment opportunity, offering monthly yields and backed by a depreciating yet increasingly scarce asset class with strong market fundamentals.

以下是您推介信息和讯息的精炼版本，其中增加了关于投资机会的要点：

Netaxis Group Ltd 是一家总部位于塞浦路斯的公司，专门为数据中心、托管提供商和电信公司购买和租赁 IPv4 地址。

IPv4 地址是全球互联网通信的支柱，基于 20 世纪 70 年代兴起的数学模型构建而成。随着全球 IPv4 地址池日益稀缺，这些数字资产的需求和战略重要性都在增长。

我们正在积极寻找私募股权、债务融资、高净值人士和家族办公室与我们合作，携手在未来的数字基础设施中创造卓越价值。

这是一个独特的另类投资机会，提供月度收益，并有不断贬值但日益稀缺的资产类别作为支持，具有强劲的市场基本面。

页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,,Neubit,Project Owner,Ville Lindström,Startup,"Helsinki, Finland", Finland,"Asia,Europe",Y,Y,,,,,,Seed & Pre-Series A,Y,,,,,"1,000,001 to 2,500,000 USD",,,Y,,,,,,,"Consumer,Healthcare Technology,Digital Entertainment and Media",,,,Y,Y,Y,,,,,/participations/450498,https://neubit.fi/,,"Neubit, founded in 2020, specializes in personalized biofeedback therapy for managing stress-related mental disorders, focusing on alcohol use disorder (AUD). Its home-use solution integrates haptic biofeedback, wearable sensors, and machine learning (ML) for continuous monitoring and nervous system regulation. The approach combines ANS measurement, ML analysis, and active stimulation to enhance clinic services and address gaps in non-pharmaceutical treatments. Neubit’s digital biofeedback technology has shown promising results in pre-clinical trials, including improved sleep, reduced stress, and a 42.86% decrease in alcohol cravings. By 2032, the company aims to serve 100,000 patients through 500 clinics, potentially saving €310 million annually in mental health costs. Led by a multidisciplinary team with deep expertise in technology, medicine, and entrepreneurship, Neubit collaborates with Mehiläinen and global hardware partners to revolutionize mental health care. Recognized by the EIC’s Seal of Excellence, the company is poised for significant impact.


Neubit 成立于 2020 年，专注于通过个性化的生物反馈疗法管理压力相关的心理 障碍，重点解决酒精使用障碍（AUD）问题。其家用解决方案集成了触觉生物反 馈、可穿戴传感器和机器学习（ML），实现持续监测和自主神经系统（ANS）调 节。该方法结合了 ANS 测量、ML 分析和主动刺激，提升了诊所服务质量并填补 了非药物治疗的空白。 
Neubit 的数字化生物反馈技术在临床前试验中表现出积极成果，包括改善睡眠、 减轻压力以及酒精渴望降低 42.86%。到 2032 年，公司计划通过欧洲的 500 家诊 所服务 10 万名患者，有望每年节省 3.1 亿欧元的心理健康相关成本。 由技术、医学和创业领域的多学科专家组成的团队领导，Neubit 与 Mehiläinen 及全球硬件合作伙伴合作，致力于革新心理健康护理。作为欧洲创新委员会卓越 印章（Seal of Excellence）的获奖者，公司正在为实现重大影响做好准备。"
,,Neuron Digital Group,Project Owner,David Chiu,Startup,"Hong Kong, China (Hong Kong)", China (Hong Kong),Asia,Y,,,,,,,Series A,,Y,,,,"500,001 to 1,000,000 USD",,Y,,,,,,,,"Environment, Energy and Clean Technology",,,Y,,,,,,,,/participations/450981,https://www.neuroncloud.ai/,,"Neuron Digital Group is a prominent provider of advanced smart building management solutions.

Designed for seamless monitoring and compatibility across diverse hardware systems, the platform brings together advanced building analytics software and energy management systems, upholding efficiency, sustainability, and adherence to building ESG principles.


Neuron Digital Group是声誉卓著的先进智能建筑管理解决方案提供商。

该平台旨在实现跨不同硬件系统的无缝监控和兼容性，将先进的楼宇分析软件和能源管理系统结合在一起，保持效率、可持续性并遵守楼宇ESG原则。



页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,https://storage.googleapis.com/b2match-as-1/LBJDinvSrhrUpjyg8wnURxfS,Neuron Operations Limited,Project Owner,Man Ho David Chiu,Startup,"Pak Shek Kok, China (Hong Kong)", China (Hong Kong),,,,,,,,,,,,,,,,,,,,,,,,,Deep Technology,,Y,,,,,,,,,/participations/446267,https://www.neuroncloud.ai/,,"Neuron Digital Group is a technology company that focuses on the development of the best available technologies for the built environment with an emphasis on ESG principles. The Neuron platform is the future technology infrastructure that makes buildings smart by using a powerful digital brain and an open platform for integration.
Originally incubated by Arup, utilising its world-leading domain knowledge in the built environment, Neuron embraces data technology to serve modern-day buildings, including energy management, carbon tracking and optimised asset management. The Neuron solutions have been implemented in different projects in Asia, resulting in a significant improvement in building performance.


Neuron Digital Group 是一家技术公司，致力于为建筑环境开发最佳可用技术，强调环境、社会和治理原则。Neuron 平台是未来的技术基础架构，通过使用强大的数字大脑和开放式集成平台，实现建筑智能化。
Neuron 最初由 Arup孵化，利用其在建筑环境领域的世界领先的知识，采用包括能源管理、碳跟踪和优化资产管理的数据技术为现代建筑提供服务。Neuron 解决方案已在亚洲多个项目中实施，显著提高了建筑性能。



页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,https://storage.googleapis.com/b2match-as-1/9PMih2W1PZcPHJ8z85sY5bMG,NOTA,Project Owner,Stan Yerovenko,Startup,"Toronto, Canada", Canada,"Asia,North America",Y,,Y,,,,,Series A,,Y,,,,"2,500,001 to 5,000,000 USD,1,000,001 to 2,500,000 USD",,,Y,Y,,,,,,"Deep Technology,Financial Technology",Y,Y,,,,,,,,,/participations/450242,https://notapay.co,,"NOTA is a leading Canadian financial services company specializing in facilitating secure and seamless cross-border transactions. We offer comprehensive solutions including international wire transfers, foreign exchange (FX), sub-account opening, and third-party payments. Our services are tailored to meet the needs of businesses globally, enabling efficient and reliable financial operations. NOTA ensures compliance with international regulatory standards, prioritizing the security and satisfaction of our clients.


NOTA 是一家领先的加拿大金融服务公司，专注于提供安全且流畅的跨境交易。我们提供全面的解决方案，包括国际汇款、外汇（FX）、子账户开立以及第三方支付。我们的服务专为全球企业设计，帮助实现高效和可靠的财务操作。NOTA 确保遵守国际监管标准，并优先考虑客户的安全与满意。"
,https://storage.googleapis.com/b2match-as-1/8aHKd3Zs9Md2S8cSmQNLrr9V,Novus Life Sciences,Project Owner,Eugene Ho,Startup,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,Australasia,Middle East,North America,South America",Y,Y,Y,Y,Y,,Y,Series A,,Y,,,,"25,000,001 to 50,000,000 USD",,,,,,,,Y,,Healthcare Technology,,,,Y,,,,,,,/participations/451960,http://www.novusls.com,,"NOVUS strives to deliver quality veterinary and medical orthopedic products with advanced biomaterial technologies incl. cuttting-edge 3D bioprinting filaments.  Founded by several HKU biomaterial doctors, Novus has patented the world 1st bioactive filament which is being used by University of Oxford, Duke Univeristy, National University Hospital of Singapore and 50 other corporate clients.  Aside from its stengths in hard tissue innovation, Novus will be focusing also on soft tissue filaments for bioprinting."
,https://storage.googleapis.com/b2match-as-1/3apVTZtFqoMx4VjTULhV9voM,Numbers Protocol,Project Owner,Chun-Che Fang,Startup,"Taipei, Taiwan", Taiwan,Asia,Y,,,,,,,Seed & Pre-Series A,Y,,,,,"5,000,001 to 7,500,000 USD,7,500,001 to 10,000,000 USD",,,,,Y,Y,,,,"Deep Technology,Digital Entertainment and Media",,Y,,,,Y,,,,,/participations/450500,https://www.numbersprotocol.io/,,"Numbers Protocol is an open and decentralized protocol designed to ensure the provenance of all types of creative works generated by humans and AI. Our solution, Capture, is tailored for the AI era and supported by Nvidia Inception and Google News Programs. By leveraging AI and blockchain technologies, Capture guarantees the transparency and authenticity of digital media. It is easy to integrate and allows users to verify content sources with a single click, enhancing trust and protecting digital assets. Additionally, Capture unlocks new monetization opportunities and helps foster a new digital trust economy.


Numbers Protocol 是一个开源且去中心化的协议，专为确保人类和 AI 生成的各类创作作品的来源真实性而设计。解决方案 Capture 专为 AI 时代量身打造，并获得 Nvidia Inception 和 Google News Program 的支持。通过结合 AI 和区块链技术，Capture 能够保证数位媒体的透明性与真实性。其整合简单，用户只需点击一次即可验证内容来源，从而增强信任并保护数位资产。此外，Capture 还提供了新的变现机会，帮助促进新型数位信任经济的发展。"
,,NUTRIGENEAI BIOTECH LIMITED,Project Owner,GARY NG,Startup,"HONG  KONG, China (Hong Kong)", China (Hong Kong),Asia,Y,,,,,,,Seed & Pre-Series A,Y,,,,,"500,000 USD or below",Y,,,,,,,,,Healthcare Technology,,,,Y,,,,,,,/participations/452450,https://www.nutrigeneai.com,,"Induced pluripotent stem cells (iPSCs)
Our state-of-the-art platform leverages iPSC-derived cells to revolutionize the drug discovery and development process, offering unparalleled precision, efficiency, and relevance."
,https://storage.googleapis.com/b2match-as-1/MfjQFaB551JUDKHYMTeHRWEp,Octiv Capital,Project Owner,Calvin Lam,Startup,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,Middle East",Y,Y,,Y,,,,,,,,,,"500,000 USD or below",Y,,,,,,,,,"Financial Technology,Environment, Energy and Clean Technology",Y,,Y,,,,,,,,/participations/452637,https://www.octivcapital.com,https://hk.linkedin.com/company/ascend-with-octiv-capital,SFC licensed Asset Manager uplifted to manage virtual assets
,,OKOsix Limited,Project Owner,Eddie Yu,Startup,"Tai Po, China (Hong Kong)", China (Hong Kong),"Asia,Africa,Europe,Australasia,Middle East,North America,South America",Y,Y,Y,Y,Y,Y,Y,Seed & Pre-Series A,Y,,,,,"500,000 USD or below,500,001 to 1,000,000 USD,2,500,001 to 5,000,000 USD,1,000,001 to 2,500,000 USD",Y,Y,Y,Y,,,,,,"Deep Technology,Healthcare Technology,Manufacturing Technology,Environment, Energy and Clean Technology",,Y,Y,Y,,,Y,,,,/participations/453642,https://www.okosix.com/,https://www.facebook.com/okosix,"OKOsix is a featured startup at Hong Kong Science and Technology Park. We tackle the plastic crisis by replacing fossil-based plastics in various applications with our cost-effective, 90% carbon-saving, and disposable/durable biobased materials. 

OKOsix makes:
1.	Fully and truly biodegradable OKOmers for making compostable disposable products in medical, personal care and hygiene industries including bags, medical masks / gowns, drapes, cosmetic facial masks and other non-woven products;
2.	Green plastics (OKO-PE, OKO-PP, OKO-ABS…) for durable products in packaging, automotive, construction, consumer goods, electronics and electrical appliances etc.

OKOsix also offers service to upgrade recycled plastic materials, improving the value of recycled plastics, unlocking more profitability for different parties."
,,Olea Global (Hong Kong) Limited,Project Owner,Chris Lau,Startup,"Wan Chai, Singapore", Singapore,,,,,,,,,Seed & Pre-Series A,Y,,,,,,,,,,,,,,,Financial Technology,Y,,,,,,,,,,/participations/449013,https://olea.net/,,"Olea, a digital infrastructure platform, channels global liquidity to support trade and supply chain finance. Incubated by SC Ventures, Olea adopts robust risk management and governance that is compatible with international financial institutions and innovates the delivery of trade finance as an asset class to access wider, alternative liquidity pools, as well as leveraging advanced technology to remove the friction in trade finance. 

The vision of Olea is to empower sustainable trade. Olea also supports suppliers and buyers across 35 countries. Olea Global (Hong Kong) Limited focuses on sales activities in the Greater China market.


浩立是一家提供全球资金流动渠道，有利贸易及供应链融资的数码平台。公司由SC Ventures孵化成立，并奉行完善的风险管理和管治标准，获得环球金融机构认可。公司亦积极支持贸易融资资产类别的创新发展，以扩大另类流动资金池，同时利用先进科技解决贸易融资的痛点。
浩立锐意推动可持续贸易发展。此外，浩立也为35个国家的供应商及买家提供支援服务。浩立环球（香港）有限公司专注经营大中华市场的销售活动。"
,,One Energy (HK) Limited,Project Owner,Kevin To,Startup,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Africa,Europe",Y,Y,,,,Y,,Seed & Pre-Series A,Y,,,,,"10,000,001 to 25,000,000 USD",,,,,,,Y,,,"Environment, Energy and Clean Technology",,,Y,,,,,,,,/participations/436562,https://www.1energy.hk/,https://www.facebook.com/profile.php?id=100088169337133&locale=zh_HK,"One Energy is focusing on E-Powering the future mobility. Our products include LEVs, E-Motorcycles, intelligent swappable battery and intelligent battery swapping system is the best in the world.
 We have extensive experience in EV, Battery, VCU, and battery swapping  systems, LEV power train system. Our team of experts excels in  research and development, manufacturing, and service delivery, ensuring the  highest quality standards in our products and solutions.
Our battery swappable E-Motorcycle and intelligent battery swapping system is the one and only water-cooling battery swapping system with automatic fire extinguishing system.
Our E-Motorcycles are wildly used by logistics companies like last mile delivery, service fleet, police force and other transportation area. Our main market is South East Asia, Africa and South America where the motorcycle is the main transportation tools.
We now have factories in China, Thailand and operations in China, SEA, Africa and Europe.
We are looking for partners and investors for worldwide expansion."
,https://storage.googleapis.com/b2match-as-1/6dDDAwdW5gYSJKF39xLo2nff,OneChain Ltd.,Project Owner,Anne Yeung,Startup,"Hong Kong, China", China,Asia,Y,,,,,,,Seed & Pre-Series A,Y,,,,,"500,000 USD or below",Y,,,,,,,,,Deep Technology,,Y,,,,,,,,,/participations/451293,https://www.one-chain.io,https://www.linkedin.com/in/anneyeung/,"OneChain is a technology company specializing in blockchain solutions that streamline digital credential management, traceability, and secure data exchange for businesses. The company focuses on leveraging blockchain's transparency and immutability to deliver innovative applications across industries such as education, supply chain, and ESG compliance. By integrating advanced technologies like smart contracts and interoperability, OneChain aims to drive efficiency, trust, and scalability in digital ecosystems, empowering organizations with reliable and future-ready solutions.

OneChain 是一家专门提供区块链解决方案的技术公司，其解决方案能够帮助企业简化数字凭证管理、可追溯性和安全的数据交换。该公司专注于利用区块链的透明度和不可变性，为教育、供应链和 ESG 合规等行业提供创新应用。通过集成智能合约和互操作性等先进技术，OneChain 旨在提高数字生态系统的效率、信任度和可扩展性，为组织提供可靠且面向未来的解决方案。

页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,https://storage.googleapis.com/b2match-as-1/BTSqQA64LCsCWDrpgmM5LZNF,OneCup Inc.,Project Owner,So Jung (Sophie) Choi,Startup,"Gyeonggido, South Korea", South Korea,,,,,,,,,,,,,,,"1,000,001 to 2,500,000 USD",,,Y,,,,,,,Financial Technology,Y,,,,,,,,,,/participations/449014,https://www.onecup.io/,,"Your Gateway to Global Impact Investing 
 
OneCup looks to harness the power of security token offerings in real estate to build and grow sustainable green smart cities. We look to provide alternative investment opportunities to investors and work with governments, developers and building owners, to build and renovate real estate while providing investors investment opportunities to help own and fund the change.
 
OneCup will be leveraging Automated Valuation Model to not only compare and forecast changes in value of the real estate, but also help identify factors to decrease carbon footprint and energy consumption to lead positive changes in communities.


您通往全球影响力投资的门户 
 
OneCup 希望利用房地产安全代币发行的力量，建设和发展可持续发展的绿色智能城市。我们希望为投资者提供另类投资机会，并与政府、开发商和建筑业主合作，建设和改造房地产，同时为投资者提供投资机会，帮助他们拥有和资助变革。

OneCup 将利用自动估值模型，不仅对房地产的价值变化进行比较和预测，还将帮助确定减少碳足迹和能源消耗的因素，从而为社区带来积极的变化。"
,,onefi,Project Owner,Allen PakChing Lau,SME,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Middle East,North America",Y,,Y,Y,,,,"IPO,Seed & Pre-Series A",Y,Y,,,Y,"50,000,001 USD or above",,,,,,,,,Y,"Consumer,Financial Technology,Healthcare Technology",Y,,,Y,Y,,,,,,/participations/450189,https://www.onefi.io,https://hk.linkedin.com/company/onefiofficial,"ONEFi provides a platform to web2 users to step into web3. it enables users to trade, stake and manage traditional & crypto assets. Utilizing advanced artificial intelligence, ONEFi analyzes each user's financial situation, objectives, and risk tolerance to craft a customized wealth growth strategy. The platform operates in key global markets including Hong Kong, Japan, Australia and Singapore."
,https://storage.googleapis.com/b2match-as-1/8HXQ9wNTgVTn7yXG7JFWyy2h,OneKey Limited,Project Owner,Hao Zou,Startup,"Cyberport, China (Hong Kong)", China (Hong Kong),,,,,,,,,,,,,,,,,,,,,,,,,"Deep Technology,Financial Technology",Y,Y,,,,,,,,,/participations/447033,https://onekey.so,,"OneKey design and develop open-source hardware and software wallets, with hardware wallets using EAL 6+ high-security level chips. The code has undergone a security audit by SlowMist, and numerous security features protect users' crypto assets, earning the trust of DeFi players, miners, and professional investors.

OneKey 持续设计与研发开源软硬件钱包，硬件钱包采⽤ EAL 6+ ⾼安全级别芯⽚。代码经过 SlowMist安全审计，众多安全功能为用户的加密资产保驾护航，深受 DeFi 玩家、矿⼯、专业投资者信赖。"
,https://storage.googleapis.com/b2match-as-1/3ukupf7RZEp3xzSgPV8DWbeU,On-us Company Limited,Project Owner,Honnus Cheung,Startup,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,Australasia",Y,Y,,,Y,,,Series A,,Y,,,,"5,000,001 to 7,500,000 USD",,,,,Y,,,,,Financial Technology,Y,,,,,,,,,,/participations/446268,https://www.on-us.com/,,"On-us is a global PaaS company providing B2B2C e-voucher solutions, powered by patented FinTech & Behavioral AI. We help businesses enhance customer loyalty and drive sales success through personalized and seamless incentive engagement. It is our mission to create maximum values for marketers, merchants, and consumers within our ecosystem.
In 2024, On-us won the prestigious ‘Visa Accelerator Program - Loyalty of the Future’ and launched the patented Smart e-Voucher with Visa. The innovation seamlessly integrates e-vouchers with credit card payments, influencing cardholder preferences, driving cross-border spending, boosting merchant traffic and revenue, and enhancing customer engagement with designated exhibitors or partners.


On-us 是一家提供 B2B2C 电子凭证方案的全球性 PaaS 公司，以获得专利的金融科技和行为人工智能为驱动。我们通过个性化和无缝的激励参与措施，帮助企业提高客户忠诚度，推动销售成功。我们的使命是在我们的生态系统中为营销人员、商家和消费者创造最大价值。
2024 年，On-us 赢得了著名的 “Visa Accelerator Program - Loyalty of the Future”，并推出了获得专利的 Visa 智能电子优惠券。这项创新将电子优惠券与信用卡支付无缝整合，影响持卡人的使用偏好，推动了跨境消费，提高商户的客流量和收入，并增强了客户与指定参展商或合作伙伴的互动。



页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,https://storage.googleapis.com/b2match-as-1/PR8U4PMTUEnBcNqAHwEAN44i,OpenGMV,Project Owner,DEHENG LI,Startup,"HK, China (Hong Kong)", China (Hong Kong),Asia,Y,,,,,,,Series A,,Y,,,,"25,000,001 to 50,000,000 USD",,,,,,,,Y,,Financial Technology,Y,,,,,,,,,,/participations/450602,https://WWW.OPENGMV.COM,,"OpenGMV is the first RBF (Revenue-Based Financing) investment institution in Mainland China, specializing in e-commerce.We commit to investing in and empowering e-commerce entrepreneurs, and support the growth of emerging brands.   Leveraging digital data and integrating the business scenarios of brands, we create a variety of investment solutions to invest in emerging brands and high-quality store assets across innovative platforms like TikTok, WeChat, Pinduoduo, Tmall, and Xiaohongshu.  We are dedicated to delivering efficient financing solutions to emerging brands, accelerating their business growth, and while pioneering an innovative asset class that enables global investors to participate in China's booming e-commerce market.


OpenGMV是中国大陆首家专注于电子商务的RBF（基于收入的融资）投资机构。我们致力于投资和赋能电子商务企业家，并支持新兴品牌的发展。我们利用数字数据并且整合各品牌的业务场景，创建了各种投资解决方案，投资于新兴品牌和各创新平台（如TikTok、微信、拼多多、天猫和小红书）的优质商店资产。我们致力于为新兴品牌提供高效的融资解决方案，加速其业务增长，同时开拓创新型资产类别，使全球投资者能够参与中国蓬勃发展的电子商务市场。



页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,,Openpower Technology Holdings Limited,Project Owner,XU HONGBO,Startup,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Africa,Middle East",Y,,,Y,,Y,,Seed & Pre-Series A,Y,,,,,"50,000,001 USD or above",,,,,,,,,Y,,,,,,,,,,,,/participations/453513,,,Creating Trust in the Green Transition
,https://storage.googleapis.com/b2match-as-1/LkSxNz1Wt15Mr1xJVNp5Y2WF,ORDRZ,Project Owner,Shahzeb Rizvi,Startup,"Toronto, Canada", Canada,"Asia,North America",Y,,Y,,,,,Seed & Pre-Series A,Y,,,,,"1,000,001 to 2,500,000 USD",,,Y,,,,,,,"Consumer,Deep Technology",,Y,,,Y,,,,,,/participations/449833,https://www.ordrz.com,,"A Revolution in the $4.1 Trillion Foodservice Industry: 

ORDRZ is transforming the global foodservice industry by empowering restaurants to regain control over their digital presence and order flow. In a market where third-party aggregators control over 60% of online orders, our AI-powered platform helps restaurants drive direct orders, eliminate high commission fees, and build stronger relationships with their customers. 

With over 1 million orders processed and 450 restaurants already onboarded, ORDRZ is primed for explosive growth in a $200 billion market. 

Join us in leading a revolution that will reshape the way millions of restaurants operate and thrive—delivering significant returns and lasting impact.


ORDRZ 是一家由餐厅经营者为各大餐厅打造的直接下单平台。平台旨在普及第三方在线下单，让餐厅得以直接通过自己的网站提供自提和外送订单服务。

“在线订单问题在北美价值千亿美元。” 
1. 北美在线外送订单达到 3700 亿美元，其中 97% 使用聚合平台提供服务。
2. 餐厅需为在线销售和外送支付高达 30% 的佣金。
3. 消费者自心爱餐厅处购入昂贵的食品。

我们当前在加拿大和巴基斯坦运营业务，平台覆盖超过 450 家餐厅，处理订单量高达数百万。平台提供在线下单网站、应用程序、销售终端、自主下单终端、数字忠诚度计划、集成支付和配送。

面显示AI翻译资讯，内容如有歧异，请以原文为准。
"
